Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Analysis
CellMarker_2024,Endothelial Cell Fetal Gonad Human,1/207,0.5076965449516632,0.5834056788479638,0,0,1.429213157513404,0.9688226701679732,CSRP3,CellMarker
CellMarker_2024,Vascular Endothelial Cell Kidney Mouse,1/205,0.5042966256058773,0.5834056788479638,0,0,1.4433713784021072,0.9881185373800784,GSTM1,CellMarker
Cancer_Cell_Line_Encyclopedia,SNU626 CENTRAL NERVOUS SYSTEM,1/142,0.3845105435747704,0.5842264677001735,0,0,2.09495077802477,2.0023205787480167,MYH2,Cancer Cell Line Encyclopedia
Reactome_2022,Signaling By NOTCH R-HSA-157118,1/203,0.5008735735633018,0.5844046521556073,0,0,1.4578099601004877,1.0079320775640024,CCND1,Reactome Pathways
Reactome_2022,Transcriptional Regulation By RUNX1 R-HSA-8878171,1/204,0.5025880008538223,0.5844046521556073,0,0,1.450555106242188,0.9979594705476132,CCND1,Reactome Pathways
Reactome_2022,Signaling By Receptor Tyrosine Kinases R-HSA-9006934,2/496,0.5055667243537045,0.5851466717056766,0,0,1.1923690344742977,0.8132854102493375,FGF3;FGF4,Reactome Pathways
Cancer_Cell_Line_Encyclopedia,PLCPRF5 LIVER,1/143,0.3866181680863014,0.5856804986783554,0,0,2.080092495270128,1.9767487549555067,NTS,Cancer Cell Line Encyclopedia
PanglaoDB_Augmented_2021,Endothelial Cells,1/246,0.5695853802880304,0.5860951014557993,0,0,1.199329881206214,0.6750387289363179,MYF6,PanglaoDB
Reactome_2022,Programmed Cell Death R-HSA-5357801,1/208,0.5093878779754569,0.5868523939809411,0,0,1.4222366428725937,0.9593633464308176,FADD,Reactome Pathways
GO_Cellular_Component_2023,Spindle (GO:0005819),1/210,0.5127533865729584,0.5876436877204937,0,0,1.408483896307934,0.9408112939871084,MYF6,GO Cellular Component
GO_Cellular_Component_2023,Axon (GO:0030424),1/205,0.5042966256058773,0.5876436877204937,0,0,1.4433713784021072,0.9881185373800784,NEFM,GO Cellular Component
GO_Cellular_Component_2023,Endoplasmic Reticulum Membrane (GO:0005789),3/801,0.5159798233643359,0.5876436877204937,0,0,1.1066512434933486,0.7322574233517563,SLN;KLHL41;TRDN,GO Cellular Component
Human_Gene_Atlas,OlfactoryBulb,1/83,0.2466778309689274,0.5882317507720578,0,0,3.6130323989807063,5.0570607239824845,FGF4,Human Gene Atlas
Human_Gene_Atlas,Thalamus,1/79,0.2363028689515041,0.5882317507720578,0,0,3.799081515499426,5.480710580789464,NEFM,Human Gene Atlas
Cancer_Cell_Line_Encyclopedia,HS821T BONE,1/145,0.3908121065738288,0.5885306575327777,0,0,2.050995024875622,1.9269680338127704,RPTN,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,AZ521 STOMACH,1/145,0.3908121065738288,0.5885306575327777,0,0,2.050995024875622,1.9269680338127704,NTS,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,CL34 LARGE INTESTINE,1/146,0.392898467759846,0.5899271979049014,0,0,2.0367472979927945,1.902737579189131,PIGR,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,JHH2 LIVER,1/147,0.394977788225234,0.591304982960718,0,0,2.022694745450828,1.8789332294002392,SLN,Cancer Cell Line Encyclopedia
Reactome_2022,G Alpha (Q) Signaling Events R-HSA-416476,1/212,0.5160961455181692,0.5918533778878087,0,0,1.39499186531796,0.9227343914712242,NTS,Reactome Pathways
GO_Biological_Process_2023,Regulation Of ERK1 And ERK2 Cascade (GO:0070372),1/244,0.5666069771187189,0.5956017904467557,0,0,1.2093237516123088,0.6870039774312657,FGF4,GO Biological Process
Cancer_Cell_Line_Encyclopedia,IPC298 SKIN,1/150,0.4011737390521622,0.5988194521335793,0,0,1.981668837022939,1.8099783985756157,NEFM,Cancer Cell Line Encyclopedia
GO_Cellular_Component_2023,Lytic Vacuole (GO:0000323),1/223,0.5340813908061741,0.5999270417274832,0,0,1.3251311012505045,0.8311315482015565,MYL1,GO Cellular Component
Cancer_Cell_Line_Encyclopedia,HEC108 ENDOMETRIUM,1/154,0.4093378481153738,0.6004408204343668,0,0,1.9294702955809189,1.7234307091234564,ANKRD1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,SNU398 LIVER,1/154,0.4093378481153738,0.6004408204343668,0,0,1.9294702955809189,1.7234307091234564,NTS,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,SNU175 LARGE INTESTINE,1/153,0.4073071615044804,0.6004408204343668,0,0,1.9422623723487824,1.744516137295557,MUC5B,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HS863T BONE,1/152,0.405269596460818,0.6004408204343668,0,0,1.955223880597015,1.765963611360334,NEFM,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,RMUGS OVARY,1/154,0.4093378481153738,0.6004408204343668,0,0,1.9294702955809189,1.7234307091234564,SPRR3,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,SNU16 STOMACH,1/153,0.4073071615044804,0.6004408204343668,0,0,1.9422623723487824,1.744516137295557,MUC5B,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,TE4 OESOPHAGUS,1/155,0.4113616791408475,0.6016755594330212,0,0,1.9168443496801704,1.7026992020024727,HORMAD1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HS616T HAEMATOPOIETIC AND LYMPHOID TISSUE,1/158,0.4173922662687204,0.6052782436774322,0,0,1.8799315524289384,1.6425503635540326,RPTN,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HS839T SKIN,1/158,0.4173922662687204,0.6052782436774322,0,0,1.8799315524289384,1.6425503635540326,ACTC1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HS940T SKIN,1/158,0.4173922662687204,0.6052782436774322,0,0,1.8799315524289384,1.6425503635540326,ACTC1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,2313287 STOMACH,1/159,0.4193889021802698,0.6064458841186288,0,0,1.867938787077272,1.623157778608152,MUC5B,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,OVMANA OVARY,2/423,0.4231229245948085,0.6087323232106718,0,0,1.4043763046138342,1.2078935833351203,SLC34A2;KRT24,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,KYSE30 OESOPHAGUS,1/161,0.4233619693842393,0.6087323232106718,0,0,1.8444029850746269,1.5853155409760311,SPRR3,Cancer Cell Line Encyclopedia
Human_Gene_Atlas,TestisLeydigCell,1/107,0.3060739851180765,0.6113089461995359,0,0,2.7916079977471133,3.305064059494782,HORMAD1,Human Gene Atlas
Human_Gene_Atlas,Hypothalamus,1/97,0.2819083189659991,0.6113089461995359,0,0,3.083955223880597,3.9048219816902465,NTS,Human Gene Atlas
Human_Gene_Atlas,Skin,1/111,0.3155142948126637,0.6113089461995359,0,0,2.68955223880597,3.102536453488277,KRT2,Human Gene Atlas
Cancer_Cell_Line_Encyclopedia,KARPAS422 HAEMATOPOIETIC AND LYMPHOID TISSUE,2/430,0.4313322928777259,0.6115546993725974,0,0,1.3809119229679978,1.1611763911900383,MYBPC2;MYBPH,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,CA46 HAEMATOPOIETIC AND LYMPHOID TISSUE,2/430,0.4313322928777259,0.6115546993725974,0,0,1.3809119229679978,1.1611763911900383,C10ORF71;MYBPC2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,TO175T HAEMATOPOIETIC AND LYMPHOID TISSUE,1/165,0.431227910938908,0.6115546993725974,0,0,1.7990535129231888,1.5132172515058324,ACTC1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,PCM6 HAEMATOPOIETIC AND LYMPHOID TISSUE,2/427,0.4278212463658948,0.6115546993725974,0,0,1.390873440285205,1.1809208431678802,MYBPC2;XIRP2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HS600T SKIN,1/164,0.4292713940678356,0.6115546993725974,0,0,1.8101822177456277,1.530809446504339,ACTC1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,SNU738 CENTRAL NERVOUS SYSTEM,1/166,0.4331778189740353,0.612465305160511,0,0,1.7880597014925372,1.495903205296807,CACNA1S,Cancer Cell Line Encyclopedia
GO_Cellular_Component_2023,Vesicle (GO:0031982),1/235,0.5529509116288409,0.6127293885616886,0,0,1.2564102564102564,0.744405548489768,SLC34A2,GO Cellular Component
Cancer_Cell_Line_Encyclopedia,KMS28BM HAEMATOPOIETIC AND LYMPHOID TISSUE,1/167,0.435121140131485,0.6135087543682157,0,0,1.7771983456212912,1.4788614875015953,MYBPC2,Cancer Cell Line Encyclopedia
GO_Cellular_Component_2023,Intracellular Organelle Lumen (GO:0070013),3/856,0.5613842023713377,0.6137800612593292,0,0,1.032320317431689,0.596009882507839,FLG2;MUC5B;LTF,GO Cellular Component
Cancer_Cell_Line_Encyclopedia,TOLEDO HAEMATOPOIETIC AND LYMPHOID TISSUE,1/168,0.4370578963140867,0.6145372078007462,0,0,1.7664670658682635,1.462086431204441,C10ORF71,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,AN3CA ENDOMETRIUM,1/169,0.4389881093767912,0.6155508200352252,0,0,1.755863539445629,1.4455725180215797,XIRP2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,SNU182 LIVER,1/170,0.4409118011570616,0.6165497439256713,0,0,1.745385498542789,1.4293143732683624,ANKRD1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HS751T HAEMATOPOIETIC AND LYMPHOID TISSUE,1/171,0.4428289933097249,0.6175341303963013,0,0,1.7350307287093942,1.413306762075489,NEFM,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,OVSAHO OVARY,1/173,0.4466439651725302,0.6190559920332547,0,0,1.7146824019437694,1.3820228709382842,SLC34A2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HT115 LARGE INTESTINE,1/173,0.4466439651725302,0.6190559920332547,0,0,1.7146824019437694,1.3820228709382842,PIGR,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,D341MED CENTRAL NERVOUS SYSTEM,2/444,0.4475689686998776,0.6190559920332547,0,0,1.3362128068010422,1.0742143905081956,NEFM;LMOD2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,BICR6 UPPER AERODIGESTIVE TRACT,1/176,0.452318214473226,0.6222431653158704,0,0,1.6850319829424307,1.3368526995994825,SPINK6,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HS604T HAEMATOPOIETIC AND LYMPHOID TISSUE,1/176,0.452318214473226,0.6222431653158704,0,0,1.6850319829424307,1.3368526995994825,NRAP,Cancer Cell Line Encyclopedia
KEGG_2021_Human,Prion disease,1/273,0.6078735800677356,0.624011816706702,0,0,1.0787971905179985,0.5370126693057643,CACNA1S,KEGG Pathways
CellMarker_2024,Multilymphoid Progenitor Cell Umbilical Cord Blood Human,2/537,0.548506595590509,0.624820556716145,0,0,1.098668932313792,0.6598121913662154,MYH2;XIRP2,CellMarker
Cancer_Cell_Line_Encyclopedia,HUTU80 SMALL INTESTINE,1/178,0.4560691573777154,0.6257121323591837,0,0,1.6658234252466482,1.3078559954556657,ASB5,Cancer Cell Line Encyclopedia
CellMarker_2024,Type II Spiral Ganglion Neuron Brain Mouse,2/543,0.5545735718698876,0.6262856716806491,0,0,1.0861479863328292,0.6403448444931192,ACTN2;MYL1,CellMarker
Cancer_Cell_Line_Encyclopedia,NCIH650 LUNG,1/180,0.4597947860715584,0.6265409286392756,0,0,1.6470441090636203,1.2797121069743127,HORMAD1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,KMS34 HAEMATOPOIETIC AND LYMPHOID TISSUE,1/183,0.4653361329946268,0.6265409286392756,0,0,1.6196490077087091,1.2390238265268263,MYBPC2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,SNU620 STOMACH,1/184,0.467170773204654,0.6265409286392756,0,0,1.610716907266944,1.2258528646487257,BPIFB1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH1944 LUNG,1/184,0.467170773204654,0.6265409286392756,0,0,1.610716907266944,1.2258528646487257,MUC5B,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH2106 LUNG,2/465,0.4714443529839735,0.6265409286392756,0,0,1.2742326068459977,0.9581645670145073,NEFM;LMOD2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,UACC257 SKIN,1/185,0.4689992102570889,0.6265409286392756,0,0,1.6018818948734588,1.2128715956754317,MYH7,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH661 LUNG,1/185,0.4689992102570889,0.6265409286392756,0,0,1.6018818948734588,1.2128715956754317,SLN,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,LC1SQSF LUNG,1/186,0.4708214649161071,0.6265409286392756,0,0,1.5931423961274709,1.2000764289726324,ADH7,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,CORL279 LUNG,2/465,0.4714443529839735,0.6265409286392756,0,0,1.2742326068459977,0.9581645670145073,SLN;NTS,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,MESSA SOFT TISSUE,1/185,0.4689992102570889,0.6265409286392756,0,0,1.6018818948734588,1.2128715956754317,LTF,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,TC71 BONE,1/185,0.4689992102570889,0.6265409286392756,0,0,1.6018818948734588,1.2128715956754317,ACTN2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,ZR751 BREAST,1/186,0.4708214649161071,0.6265409286392756,0,0,1.5931423961274709,1.2000764289726324,BPIFB1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,OVK18 OVARY,1/188,0.4744475090964486,0.6288900576304488,0,0,1.5759438103599648,1.1750304668476752,SLC34A2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,SNU283 LARGE INTESTINE,1/189,0.4762513396174245,0.6296413814682313,0,0,1.5674817402349952,1.162772908212185,PIGR,Cancer Cell Line Encyclopedia
Human_Gene_Atlas,Leukemia chronicMyelogenousK-562,1/124,0.3453298375705027,0.6297191155697403,0,0,2.403713141609028,2.5557606599694376,PRAME,Human Gene Atlas
Cancer_Cell_Line_Encyclopedia,22RV1 PROSTATE,1/191,0.4798407195334769,0.6311083365440303,0,0,1.5508248232521602,1.1387723184967449,MYBPC1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HCC1569 BREAST,1/191,0.4798407195334769,0.6311083365440303,0,0,1.5508248232521602,1.1387723184967449,MUC5B,Cancer Cell Line Encyclopedia
GO_Cellular_Component_2023,Cilium (GO:0005929),1/257,0.5856096539196994,0.631841995018623,0,0,1.1471548507462686,0.6138446610201492,SHANK2,GO Cellular Component
Cancer_Cell_Line_Encyclopedia,PEER HAEMATOPOIETIC AND LYMPHOID TISSUE,1/193,0.4834058598128148,0.6325284900892616,0,0,1.5345149253731345,1.11543688705595,SCGB3A1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH660 PROSTATE,1/193,0.4834058598128148,0.6325284900892616,0,0,1.5345149253731345,1.11543688705595,SLC34A2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,BHY UPPER AERODIGESTIVE TRACT,1/195,0.486946921711031,0.6339027702069433,0,0,1.518541314048315,1.0927425606592966,ANO1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,BCPAP THYROID,1/195,0.486946921711031,0.6339027702069433,0,0,1.518541314048315,1.0927425606592966,STATH,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,COLO684 ENDOMETRIUM,2/482,0.4903274936767495,0.6352320846388987,0,0,1.228030303030303,0.8751947936254124,MYOG;CKM,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,TE617T SOFT TISSUE,1/197,0.4904640653498766,0.6352320846388987,0,0,1.5028936947913494,1.0706663735012465,NTS,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,AMO1 HAEMATOPOIETIC AND LYMPHOID TISSUE,1/198,0.4922137176728752,0.6355387874592389,0,0,1.4951890294719297,1.059853187664649,LTF,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,TE159T SOFT TISSUE,1/199,0.4939574500364587,0.6355387874592389,0,0,1.4875621890547264,1.0491863871192704,STATH,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,OVTOKO OVARY,1/200,0.4956952821636893,0.6355387874592389,0,0,1.4800120003000077,1.0386633811930914,UPK1B,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HS819T BONE,1/200,0.4956952821636893,0.6355387874592389,0,0,1.4800120003000077,1.0386633811930914,ACTC1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,MDAMB453 BREAST,1/201,0.497427233684346,0.636156939561136,0,0,1.472537313432836,1.028281636823786,ACTN2,Cancer Cell Line Encyclopedia
Reactome_2022,Chromatin Modifying Enzymes R-HSA-3247509,1/238,0.5575493912708555,0.6364719078434423,0,0,1.240317400340072,0.7245986164588204,CCND1,Reactome Pathways
GO_Biological_Process_2023,Chemical Synaptic Transmission (GO:0007268),1/273,0.6078735800677356,0.6376205850497737,0,0,1.0787971905179985,0.5370126693057643,CHRND,GO Biological Process
PanglaoDB_Augmented_2021,Neurons,1/289,0.6289579832835994,0.6379430973305079,0,0,1.0180348258706469,0.4720534070080663,NEFM,PanglaoDB
Cancer_Cell_Line_Encyclopedia,BT483 BREAST,1/203,0.5008735735633018,0.6389590199090742,0,0,1.4578099601004877,1.0079320775640024,MUC5B,Cancer Cell Line Encyclopedia
GO_Biological_Process_2023,Plasma Membrane Bounded Cell Projection Assembly (GO:0120031),1/275,0.6105723408252258,0.6390916433690792,0,0,1.070813814140974,0.5282950950476357,ACTN2,GO Biological Process
Cancer_Cell_Line_Encyclopedia,MJ HAEMATOPOIETIC AND LYMPHOID TISSUE,1/204,0.5025880008538223,0.6395432310864888,0,0,1.450555106242188,0.9979594705476132,TMPRSS11B,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,A204 SOFT TISSUE,1/205,0.5042966256058773,0.64011716317554,0,0,1.4433713784021072,0.9881185373800784,TRDN,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,BT474 BREAST,1/206,0.5059994672404058,0.6406809174760362,0,0,1.4362577357116857,0.978407010099141,BPIFB1,Cancer Cell Line Encyclopedia
GO_Biological_Process_2023,Positive Regulation Of DNA-templated Transcription (GO:0045893),4/1243,0.6170522209769116,0.6445058155542742,0,0,0.94294794188862,0.4552567955627414,MYOG;CSRP3;MYF6;FADD,GO Biological Process
GO_Biological_Process_2023,Monoatomic Cation Transmembrane Transport (GO:0098655),1/281,0.6185592953964946,0.6447140224745704,0,0,1.047547974413646,0.5032024727098091,CACNA1S,GO Biological Process
CellMarker_2024,Hematopoietic Stem Cell Bone Marrow Mouse,2/565,0.5763355873420659,0.6452988200154756,0,0,1.0425211260024758,0.5744970826011472,GSTM1;CTTN,CellMarker
Cancer_Cell_Line_Encyclopedia,HCC2157 BREAST,1/209,0.511073485461755,0.6454997620348221,0,0,1.4153272101033294,0.9500269142406652,MUC5B,Cancer Cell Line Encyclopedia
Reactome_2022,SLC-mediated Transmembrane Transport R-HSA-425407,1/247,0.5710670098642369,0.6460034048237974,0,0,1.1943938842373498,0.669157645933988,SLC34A2,Reactome Pathways
Reactome_2022,Leishmania Infection R-HSA-9658195,1/247,0.5710670098642369,0.6460034048237974,0,0,1.1943938842373498,0.669157645933988,MYH2,Reactome Pathways
Cancer_Cell_Line_Encyclopedia,OV90 OVARY,1/210,0.5127533865729584,0.6460184994198908,0,0,1.408483896307934,0.9408112939871084,NTS,Cancer Cell Line Encyclopedia
GO_Biological_Process_2023,Inorganic Cation Transmembrane Transport (GO:0098662),1/284,0.6224920269318187,0.6474442389818283,0,0,1.036285006065081,0.4912244392319402,CACNA1S,GO Biological Process
PanglaoDB_Augmented_2021,Interneurons,1/305,0.6489244698022074,0.6489244698022074,0,0,0.963668499607227,0.4167277925764497,NEFM,PanglaoDB
GO_Cellular_Component_2023,Secretory Granule Membrane (GO:0030667),1/279,0.6159150766340925,0.6544146949796044,0,0,1.0551916675614732,0.5113946188282538,PIGR,GO Cellular Component
GO_Cellular_Component_2023,Endoplasmic Reticulum Lumen (GO:0005788),1/284,0.6224920269318187,0.6544146949796044,0,0,1.036285006065081,0.4912244392319402,TRDN,GO Cellular Component
Reactome_2022,"Platelet Activation, Signaling And Aggregation R-HSA-76002",1/254,0.5812986384460783,0.6546155838356739,0,0,1.1609344581440624,0.6297960847826946,ACTN2,Reactome Pathways
Cancer_Cell_Line_Encyclopedia,A4FUK HAEMATOPOIETIC AND LYMPHOID TISSUE,1/216,0.5227140196657857,0.6569418173083579,0,0,1.36876084692815,0.8879435932935233,MYBPC2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,BICR56 UPPER AERODIGESTIVE TRACT,1/221,0.5308610731885759,0.6639024232260077,0,0,1.337313432835821,0.8468603167897024,LCE3D,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,EVSAT BREAST,1/221,0.5308610731885759,0.6639024232260077,0,0,1.337313432835821,0.8468603167897024,KRT2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,ALEXANDERCELLS LIVER,1/222,0.5324739639496833,0.6642873716921294,0,0,1.3311947052069968,0.8389472264988956,NTS,Cancer Cell Line Encyclopedia
GO_Biological_Process_2023,Regulation Of Cell Cycle (GO:0051726),1/298,0.6403228721433722,0.6645877388772263,0,0,0.9867330016583749,0.4398685432151775,MYOG,GO Biological Process
Cancer_Cell_Line_Encyclopedia,KU812 HAEMATOPOIETIC AND LYMPHOID TISSUE,1/223,0.5340813908061741,0.664663637947048,0,0,1.3251311012505045,0.8311315482015565,TRDN,Cancer Cell Line Encyclopedia
KEGG_2021_Human,MicroRNAs in cancer,1/310,0.654944057271454,0.6664343038902515,0,0,0.9478336472974932,0.4011283706705182,CCND1,KEGG Pathways
Cancer_Cell_Line_Encyclopedia,ALLSIL HAEMATOPOIETIC AND LYMPHOID TISSUE,1/228,0.5420372037279935,0.6680313237228781,0,0,1.2956144388191202,0.7934610216559015,SCGB3A1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,ZR7530 BREAST,1/228,0.5420372037279935,0.6680313237228781,0,0,1.2956144388191202,0.7934610216559015,BPIFB1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,KG1 HAEMATOPOIETIC AND LYMPHOID TISSUE,1/228,0.5420372037279935,0.6680313237228781,0,0,1.2956144388191202,0.7934610216559015,XIRP2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,KARPAS620 HAEMATOPOIETIC AND LYMPHOID TISSUE,1/228,0.5420372037279935,0.6680313237228781,0,0,1.2956144388191202,0.7934610216559015,MYBPC1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,RPMI8402 HAEMATOPOIETIC AND LYMPHOID TISSUE,1/231,0.5467462832711829,0.6705876100844148,0,0,1.2785204412719011,0.7719328203613504,KRT2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCO2 HAEMATOPOIETIC AND LYMPHOID TISSUE,1/231,0.5467462832711829,0.6705876100844148,0,0,1.2785204412719011,0.7719328203613504,TRDN,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,COLO205 LARGE INTESTINE,1/232,0.5483053489931469,0.6708832274940186,0,0,1.2729211087420045,0.7649274963567443,FGF3,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,A3KAW HAEMATOPOIETIC AND LYMPHOID TISSUE,1/234,0.5514076456144852,0.6717231838164202,0,0,1.2618666325027224,0.7511651231829091,HORMAD1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HUT78 HAEMATOPOIETIC AND LYMPHOID TISSUE,1/235,0.5529509116288409,0.6717231838164202,0,0,1.2564102564102564,0.744405548489768,KRT2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,ASPC1 PANCREAS,1/235,0.5529509116288409,0.6717231838164202,0,0,1.2564102564102564,0.744405548489768,ANO1,Cancer Cell Line Encyclopedia
